date,city,precipitation,month,year
9/3/2020,NYC,0.51,9,2020
9/4/2020,NYC,0,9,2020
9/5/2020,NYC,0,9,2020
9/6/2020,NYC,0,9,2020
9/7/2020,NYC,0,9,2020
9/8/2020,NYC,0,9,2020
9/9/2020,NYC,0,9,2020
9/10/2020,NYC,1.36,9,2020
9/11/2020,NYC,0,9,2020
9/12/2020,NYC,0,9,2020
9/13/2020,NYC,0,9,2020
9/14/2020,NYC,0,9,2020
9/15/2020,NYC,0,9,2020
9/16/2020,NYC,0,9,2020
9/17/2020,NYC,0,9,2020
9/18/2020,NYC,0.04,9,2020
9/19/2020,NYC,0,9,2020
9/20/2020,NYC,0,9,2020
9/21/2020,NYC,0,9,2020
9/22/2020,NYC,0,9,2020
9/23/2020,NYC,0,9,2020
9/24/2020,NYC,0,9,2020
9/25/2020,NYC,0,9,2020
9/26/2020,NYC,0,9,2020
9/27/2020,NYC,0.06,9,2020
9/28/2020,NYC,0.04,9,2020
9/29/2020,NYC,0.13,9,2020
9/30/2020,NYC,0.45,9,2020
10/1/2020,NYC,0,10,2020
10/2/2020,NYC,0.04,10,2020
10/3/2020,NYC,0,10,2020
10/4/2020,NYC,0,10,2020
10/5/2020,NYC,0,10,2020
10/6/2020,NYC,0.07,10,2020
10/7/2020,NYC,0,10,2020
10/8/2020,NYC,0,10,2020
10/9/2020,NYC,0,10,2020
10/10/2020,NYC,0,10,2020
10/11/2020,NYC,0,10,2020
10/12/2020,NYC,1.1,10,2020
10/13/2020,NYC,0.14,10,2020
10/14/2020,NYC,0,10,2020
10/15/2020,NYC,0,10,2020
10/16/2020,NYC,1.54,10,2020
10/17/2020,NYC,0.15,10,2020
10/18/2020,NYC,0,10,2020
10/19/2020,NYC,0,10,2020
10/20/2020,NYC,0.03,10,2020
10/21/2020,NYC,0,10,2020
10/22/2020,NYC,0,10,2020
10/23/2020,NYC,0.01,10,2020
10/24/2020,NYC,0,10,2020
10/25/2020,NYC,0.02,10,2020
10/26/2020,NYC,0.11,10,2020
10/27/2020,NYC,0,10,2020
10/28/2020,NYC,0.1,10,2020
10/29/2020,NYC,1.19,10,2020
10/30/2020,NYC,0.48,10,2020
10/31/2020,NYC,0,10,2020
11/1/2020,NYC,0.61,11,2020
11/2/2020,NYC,0,11,2020
11/3/2020,NYC,0,11,2020
11/4/2020,NYC,0,11,2020
11/5/2020,NYC,0,11,2020
11/6/2020,NYC,0,11,2020
11/7/2020,NYC,0,11,2020
11/8/2020,NYC,0,11,2020
11/9/2020,NYC,0,11,2020
11/10/2020,NYC,0,11,2020
11/11/2020,NYC,0.86,11,2020
11/12/2020,NYC,0.32,11,2020
11/13/2020,NYC,0.15,11,2020
11/14/2020,NYC,0,11,2020
11/15/2020,NYC,0.34,11,2020
11/16/2020,NYC,0,11,2020
11/17/2020,NYC,0,11,2020
11/18/2020,NYC,0,11,2020
11/19/2020,NYC,0,11,2020
11/20/2020,NYC,0,11,2020
11/21/2020,NYC,0,11,2020
11/22/2020,NYC,0.01,11,2020
11/23/2020,NYC,0.75,11,2020
11/24/2020,NYC,0,11,2020
11/25/2020,NYC,0,11,2020
11/26/2020,NYC,0.47,11,2020
11/27/2020,NYC,0,11,2020
11/28/2020,NYC,0,11,2020
11/29/2020,NYC,0,11,2020
11/30/2020,NYC,1.14,11,2020
12/1/2020,NYC,0,12,2020
12/2/2020,NYC,0,12,2020
12/3/2020,NYC,0,12,2020
12/4/2020,NYC,0.1,12,2020
12/5/2020,NYC,1.13,12,2020
12/6/2020,NYC,0,12,2020
12/7/2020,NYC,0,12,2020
12/8/2020,NYC,0,12,2020
12/9/2020,NYC,0.01,12,2020
12/10/2020,NYC,0,12,2020
12/11/2020,NYC,0,12,2020
12/12/2020,NYC,0,12,2020
12/13/2020,NYC,0,12,2020
12/14/2020,NYC,0.28,12,2020
12/15/2020,NYC,0,12,2020
12/16/2020,NYC,0.39,12,2020
12/17/2020,NYC,0.48,12,2020
12/18/2020,NYC,0,12,2020
12/19/2020,NYC,0,12,2020
12/20/2020,NYC,0.08,12,2020
12/21/2020,NYC,0,12,2020
12/22/2020,NYC,0,12,2020
12/23/2020,NYC,0,12,2020
12/24/2020,NYC,0.12,12,2020
12/25/2020,NYC,0.59,12,2020
12/26/2020,NYC,0,12,2020
12/27/2020,NYC,0,12,2020
12/28/2020,NYC,0,12,2020
12/29/2020,NYC,0,12,2020
12/30/2020,NYC,0,12,2020
12/31/2020,NYC,0.36,12,2020
1/1/2021,NYC,0.63,1,2021
1/2/2021,NYC,0.07,1,2021
1/3/2021,NYC,0.12,1,2021
1/4/2021,NYC,0.01,1,2021
1/5/2021,NYC,0,1,2021
1/6/2021,NYC,0,1,2021
1/7/2021,NYC,0,1,2021
1/8/2021,NYC,0,1,2021
1/9/2021,NYC,0,1,2021
1/10/2021,NYC,0,1,2021
1/11/2021,NYC,0,1,2021
1/12/2021,NYC,0,1,2021
1/13/2021,NYC,0,1,2021
1/14/2021,NYC,0,1,2021
1/15/2021,NYC,0.36,1,2021
1/16/2021,NYC,0.88,1,2021
1/17/2021,NYC,0,1,2021
1/18/2021,NYC,0,1,2021
1/19/2021,NYC,0,1,2021
1/20/2021,NYC,0.02,1,2021
1/21/2021,NYC,0,1,2021
1/22/2021,NYC,0,1,2021
1/23/2021,NYC,0,1,2021
1/24/2021,NYC,0,1,2021
1/25/2021,NYC,0,1,2021
1/26/2021,NYC,0.13,1,2021
1/27/2021,NYC,0,1,2021
1/28/2021,NYC,0,1,2021
1/29/2021,NYC,0,1,2021
1/30/2021,NYC,0,1,2021
1/31/2021,NYC,0.06,1,2021
2/1/2021,NYC,1.32,2,2021
2/2/2021,NYC,0.03,2,2021
2/3/2021,NYC,0,2,2021
2/4/2021,NYC,0,2,2021
2/5/2021,NYC,0.02,2,2021
2/6/2021,NYC,0,2,2021
2/7/2021,NYC,0.46,2,2021
2/8/2021,NYC,0,2,2021
2/9/2021,NYC,0.01,2,2021
2/10/2021,NYC,0,2,2021
2/11/2021,NYC,0.18,2,2021
2/12/2021,NYC,0,2,2021
2/13/2021,NYC,0.01,2,2021
2/14/2021,NYC,0,2,2021
2/15/2021,NYC,0,2,2021
2/16/2021,NYC,0.74,2,2021
2/17/2021,NYC,0,2,2021
2/18/2021,NYC,0.68,2,2021
2/19/2021,NYC,0.06,2,2021
2/20/2021,NYC,0,2,2021
2/21/2021,NYC,0,2,2021
2/22/2021,NYC,0.58,2,2021
2/23/2021,NYC,0,2,2021
2/24/2021,NYC,0,2,2021
2/25/2021,NYC,0,2,2021
2/26/2021,NYC,0,2,2021
2/27/2021,NYC,0.43,2,2021
2/28/2021,NYC,0.25,2,2021
3/1/2021,NYC,0.15,3,2021
3/2/2021,NYC,0,3,2021
3/3/2021,NYC,0,3,2021
3/4/2021,NYC,0,3,2021
3/5/2021,NYC,0,3,2021
3/6/2021,NYC,0,3,2021
3/7/2021,NYC,0,3,2021
3/8/2021,NYC,0,3,2021
3/9/2021,NYC,0,3,2021
3/10/2021,NYC,0,3,2021
3/11/2021,NYC,0,3,2021
3/12/2021,NYC,0,3,2021
3/13/2021,NYC,0,3,2021
3/14/2021,NYC,0,3,2021
3/15/2021,NYC,0,3,2021
3/16/2021,NYC,0.01,3,2021
3/17/2021,NYC,0,3,2021
3/18/2021,NYC,0.64,3,2021
3/19/2021,NYC,0.08,3,2021
3/20/2021,NYC,0,3,2021
3/21/2021,NYC,0,3,2021
3/22/2021,NYC,0,3,2021
3/23/2021,NYC,0,3,2021
3/24/2021,NYC,0.69,3,2021
3/25/2021,NYC,0.02,3,2021
3/26/2021,NYC,0,3,2021
3/27/2021,NYC,0,3,2021
3/28/2021,NYC,0.79,3,2021
3/29/2021,NYC,0,3,2021
3/30/2021,NYC,0,3,2021
3/31/2021,NYC,0.7,3,2021
4/1/2021,NYC,0.03,4,2021
4/2/2021,NYC,0,4,2021
4/3/2021,NYC,0,4,2021
4/4/2021,NYC,0,4,2021
